COUNTRY,YEAR,WGCARE_disabled,WGCOGN_disabled,WGCOMM_disabled,WGHEAR_disabled,WGMOBIL_disabled,WGVISION_disabled,TOTAL_DISABLED
76,2000,0,0,0,997139.63,2180993.86,2512383.9,5690517.39
